sex,caring_for_household_members,caring_for_non_household_members,consumer_purchases,eating_and_drinking,education,government_services_and_civic_obligations,household_activities,household_services,personal_care_activities,professional_and_personal_care_services,religious_and_spiritual_activities,socializing_relaxing_and_leisure,sports_exercise_and_recreation,telephone_calls,traveling,volunteer_activities,work_and_work_related_activities
male,0,0,0,105,0,0,240,0,465,0,0,620,0,0,10,0,0
female,0,0,17,70,0,0,0,0,578,7,0,180,0,31,77,0,480
female,0,0,120,150,0,0,0,0,480,0,0,655,0,0,35,0,0
male,0,0,30,10,0,0,50,0,600,0,0,710,0,0,40,0,0
male,0,0,0,0,0,0,457,0,555,0,0,395,0,0,33,0,0
female,0,0,0,50,0,0,0,0,920,0,0,280,0,0,20,0,170
female,0,0,0,20,0,0,25,0,650,0,0,150,0,0,40,0,525
male,0,0,0,83,0,0,415,0,700,10,0,194,0,0,38,0,0
male,0,0,30,30,0,0,25,0,435,0,0,777,0,65,78,0,0
male,0,45,0,100,0,0,0,0,530,0,0,725,0,0,40,0,0
male,119,0,0,25,0,0,45,0,490,0,0,160,10,0,23,0,568
female,0,0,0,75,0,0,350,0,505,0,0,510,0,0,0,0,0
female,0,45,40,55,0,0,385,0,565,0,80,125,0,0,140,0,0
male,11,0,0,70,0,0,189,0,530,0,0,65,0,0,155,0,420
female,0,0,0,60,0,0,47,0,590,2,0,150,0,35,242,0,314
male,0,0,0,95,0,0,0,0,740,0,0,0,0,0,20,0,585
female,0,0,20,45,480,0,0,0,525,0,0,135,145,0,90,0,0
female,0,15,0,40,0,0,65,0,520,0,60,425,0,0,225,90,0
female,42,0,0,30,0,0,100,0,559,0,0,60,0,0,50,0,569
male,0,0,0,130,0,0,0,0,600,0,0,330,0,0,50,0,330
female,270,0,60,105,0,0,300,0,600,0,0,30,0,0,30,0,45
female,455,0,0,30,0,0,45,0,660,0,0,140,0,20,90,0,0
male,0,0,15,120,0,0,60,0,435,0,0,450,60,0,65,0,235
female,0,0,0,55,0,0,100,0,656,60,0,464,0,0,105,0,0
female,0,0,45,35,0,0,315,0,630,0,0,380,0,0,20,15,0
female,50,0,0,60,0,0,60,0,320,0,0,240,0,0,60,0,650
male,120,0,0,85,0,0,0,0,425,0,0,195,0,0,115,0,500
male,0,0,0,50,0,0,35,0,410,0,15,195,0,0,80,168,475
female,40,375,0,10,0,0,228,0,350,12,145,170,0,0,110,0,0
female,66,0,30,60,0,0,25,0,550,0,0,83,0,0,102,0,524
female,0,0,0,60,0,0,80,0,690,0,0,580,0,0,0,0,30
female,0,0,0,60,0,0,420,0,780,0,0,120,0,0,60,0,0
female,0,0,30,30,0,0,60,0,630,0,4,460,0,0,226,0,0
female,288,0,0,90,0,0,250,0,510,0,0,270,0,0,32,0,0
male,45,0,10,85,0,0,105,0,585,0,0,80,0,0,40,0,490
female,0,120,0,35,0,0,310,0,620,0,0,355,0,0,0,0,0
female,0,10,155,146,0,0,8,0,523,78,0,350,10,24,55,0,0
female,0,0,0,120,0,0,120,0,660,0,0,530,0,0,10,0,0
male,75,0,90,90,0,0,250,0,450,0,0,410,0,0,75,0,0
male,0,0,0,55,0,0,595,0,550,0,0,240,0,0,0,0,0
male,0,0,0,55,0,0,135,0,480,0,0,770,0,0,0,0,0
female,80,0,0,60,0,0,130,0,720,0,0,450,0,0,0,0,0
female,0,0,200,105,0,0,265,0,615,0,0,165,0,0,90,0,0
male,0,0,0,90,0,0,0,0,495,0,0,375,0,0,30,0,450
female,0,0,0,0,0,0,240,0,720,0,0,420,0,0,0,0,0
male,0,0,210,20,0,0,60,0,660,0,0,460,0,0,30,0,0
female,0,0,0,105,0,0,210,0,615,0,0,350,30,30,40,0,0
female,15,10,53,75,0,0,0,0,540,0,40,173,0,0,484,50,0
male,0,0,0,0,0,0,0,0,595,0,0,690,120,0,35,0,0
female,0,0,90,15,0,0,120,0,510,60,0,530,0,15,100,0,0
female,1,0,0,15,0,0,1,0,458,0,0,170,0,0,55,0,740
male,0,0,120,60,0,0,179,0,1041,0,0,0,0,0,40,0,0
male,0,0,0,60,60,0,0,0,525,0,0,208,90,0,4,0,375
male,0,0,85,105,0,0,5,0,528,45,0,150,0,0,160,55,307
female,94,0,0,50,0,0,0,0,600,0,0,108,0,0,47,0,541
female,90,0,0,30,0,0,30,0,575,50,0,125,0,0,50,0,490
male,0,0,0,40,0,0,0,0,505,0,170,710,0,0,10,5,0
female,0,0,0,50,0,0,40,0,480,0,0,0,0,0,80,0,560
female,0,0,170,60,0,0,390,0,450,0,0,310,0,0,60,0,0
female,0,0,0,30,0,0,90,0,780,0,0,510,0,0,30,0,0
female,0,0,30,120,0,0,330,0,480,0,0,160,225,0,95,0,0
female,1,90,40,10,0,0,50,0,575,0,0,92,0,0,88,0,494
female,0,0,0,65,0,0,620,0,480,0,0,275,0,0,0,0,0
female,80,0,90,30,0,0,375,0,630,0,0,235,0,0,0,0,0
female,0,0,0,2,0,0,60,0,630,0,0,748,0,0,0,0,0
male,0,0,5,90,0,0,0,0,690,0,0,617,0,0,38,0,0
female,0,300,0,60,0,0,60,0,570,0,0,0,0,0,260,0,190
female,10,0,0,210,0,0,405,0,480,0,0,335,0,0,0,0,0
male,0,0,120,40,0,0,0,0,600,45,0,515,0,0,120,0,0
female,0,0,0,50,0,0,316,0,600,0,0,474,0,0,0,0,0
male,0,0,0,45,0,0,0,0,580,0,0,255,0,0,0,0,470
female,0,0,60,60,0,0,150,0,690,0,0,420,0,0,60,0,0
female,0,5,240,60,0,0,0,0,535,120,0,120,0,0,360,0,0
female,30,0,0,60,0,0,115,0,605,0,75,495,0,0,60,0,0
female,0,0,0,120,0,0,75,0,470,0,135,575,0,0,50,15,0
female,55,0,45,50,0,0,120,0,525,0,0,120,0,0,90,0,435
female,0,60,0,65,0,0,285,0,560,0,0,240,0,0,50,0,0
female,0,0,0,60,180,0,0,0,700,0,0,0,0,0,100,0,400
male,0,0,0,120,0,0,318,0,575,0,0,427,0,0,0,0,0
male,0,0,0,35,0,0,0,0,765,0,0,235,0,0,30,0,375
male,0,0,90,20,0,0,30,0,660,0,0,630,0,0,10,0,0
female,60,0,15,80,0,0,50,0,525,0,0,140,0,0,30,0,540
male,10,0,67,30,0,0,265,0,420,0,210,318,0,0,120,0,0
male,0,0,0,60,0,0,50,0,405,0,0,60,0,0,30,0,835
female,0,0,0,85,0,0,540,0,463,0,0,75,145,61,71,0,0
female,5,0,0,80,0,50,400,0,515,0,0,165,0,150,75,0,0
female,0,0,0,75,0,0,75,0,545,0,0,60,0,0,100,0,585
male,0,0,0,150,0,0,90,0,570,0,0,230,0,0,100,0,300
male,0,0,0,75,0,0,0,0,615,0,0,270,0,0,30,0,450
female,0,75,90,60,0,0,185,0,625,0,0,140,0,0,85,0,180
female,0,0,0,90,0,0,280,0,695,0,0,375,0,0,0,0,0
female,120,0,0,180,0,0,420,0,600,0,0,120,0,0,0,0,0
male,0,0,2,150,0,0,5,0,720,0,0,180,0,0,120,0,0
female,0,0,60,210,0,0,5,0,675,0,0,345,0,10,130,0,0
female,0,5,150,105,0,0,75,0,515,90,0,285,0,30,100,0,0
female,0,0,3,60,0,0,65,0,570,0,0,265,0,0,212,0,265
male,0,0,0,90,435,0,0,0,500,0,0,370,0,0,45,0,0
female,0,0,0,30,0,0,375,0,533,0,0,457,0,45,0,0,0
female,0,0,0,40,0,0,50,0,615,0,0,675,0,60,0,0,0
female,0,0,0,30,0,0,60,0,720,0,0,630,0,0,0,0,0
female,0,0,5,40,0,0,25,0,760,105,0,345,0,60,100,0,0
female,0,0,90,75,0,0,75,0,780,0,0,190,0,0,20,0,0
male,0,0,0,120,0,0,135,0,600,0,0,525,60,0,0,0,0
male,0,0,45,45,0,0,40,0,392,0,0,75,0,0,64,0,779
female,50,0,8,90,0,0,0,0,658,20,0,0,0,0,64,0,550
female,187,0,0,70,0,0,120,0,660,0,0,373,30,0,0,0,0
female,0,0,130,185,0,0,1,0,615,0,60,120,0,0,185,75,30
male,0,0,0,40,0,0,0,0,540,0,0,415,100,0,20,0,325
male,0,0,5,15,0,0,0,0,570,0,0,240,0,0,130,0,480
male,0,0,0,125,0,0,55,0,495,0,405,270,0,0,90,0,0
female,110,0,0,65,0,0,105,0,535,0,0,445,0,0,180,0,0
male,0,0,0,105,290,0,30,0,625,0,0,340,0,50,0,0,0
male,0,0,80,30,0,0,90,0,540,0,0,495,180,0,10,0,15
male,65,0,120,20,0,0,30,0,570,5,0,570,0,0,60,0,0
female,0,0,65,60,0,0,50,0,550,0,0,205,0,0,40,0,470
female,0,180,120,50,0,0,185,0,665,0,0,165,0,0,75,0,0
female,0,0,55,30,0,0,170,0,480,0,165,288,0,2,250,0,0
male,0,0,0,100,0,0,0,0,910,0,0,430,0,0,0,0,0
male,195,0,20,40,0,0,10,0,690,0,0,30,0,0,70,0,365
female,20,0,5,10,0,0,15,0,420,90,0,50,0,0,75,320,390
female,120,0,120,60,0,0,60,0,705,0,45,210,0,0,120,0,0
female,0,0,0,30,0,0,0,0,630,0,0,120,0,0,0,0,660
female,0,0,145,50,0,0,50,0,665,0,45,396,0,30,59,0,0
male,0,0,0,70,0,0,300,0,760,0,0,210,0,0,100,0,0
female,61,1,30,30,0,0,275,0,510,0,0,57,0,30,71,15,355
female,695,0,0,0,0,0,120,0,625,0,0,0,0,0,0,0,0
male,135,0,115,0,0,0,180,0,430,0,0,30,0,0,190,0,330
female,0,0,5,6,0,0,0,0,925,0,0,502,0,0,2,0,0
female,0,0,170,40,370,0,0,0,540,0,0,230,0,0,90,0,0
male,60,0,45,120,0,0,0,0,650,0,0,15,0,0,55,0,400
female,0,0,40,15,0,0,235,0,520,0,0,490,0,0,10,0,0
female,0,0,0,30,0,0,50,0,515,0,0,55,0,70,60,0,660
female,20,5,20,15,0,0,50,0,570,0,0,320,0,0,91,0,349
male,0,0,20,130,0,0,87,0,489,0,0,490,187,0,37,0,0
male,88,0,22,15,0,0,170,0,419,0,92,354,0,27,193,60,0
female,0,0,0,45,0,0,120,0,495,0,0,780,0,0,0,0,0
male,0,120,0,35,0,0,70,0,620,0,0,565,0,0,30,0,0
female,0,0,81,108,0,0,110,0,630,15,0,395,0,0,101,0,0
female,0,0,30,120,0,0,160,0,510,0,205,164,0,6,65,180,0
male,0,0,0,125,0,0,30,0,480,0,0,801,0,0,4,0,0
female,0,0,0,30,0,0,180,0,570,0,150,300,0,0,0,210,0
male,0,0,0,75,0,0,38,0,600,0,0,67,0,0,90,0,570
female,30,30,0,75,0,0,110,0,720,0,0,420,0,0,30,0,0
male,0,0,15,35,0,0,30,0,480,0,0,385,0,0,65,0,430
female,167,0,35,30,0,0,183,0,502,0,0,70,120,0,125,208,0
male,0,0,150,120,0,0,300,0,720,0,0,60,0,10,80,0,0
male,0,60,30,90,0,0,325,0,540,0,0,270,60,0,65,0,0
female,0,0,0,60,0,0,120,0,780,0,0,480,0,0,0,0,0
male,0,60,0,60,0,0,110,0,700,0,0,75,0,0,35,0,400
female,0,0,20,5,0,0,20,0,570,0,0,43,0,30,12,0,740
female,2,0,0,60,0,0,135,0,378,0,0,110,0,0,60,0,695
female,0,12,110,110,0,0,185,0,445,0,60,291,0,0,227,0,0
female,0,0,0,125,0,0,30,0,660,0,0,120,0,0,20,0,485
male,10,0,0,90,0,0,60,0,475,0,0,215,0,0,40,0,550
female,0,0,150,225,0,0,0,0,610,0,0,410,25,0,20,0,0
male,0,0,4,10,0,0,50,0,750,0,0,616,0,4,6,0,0
female,0,0,45,120,0,0,125,0,535,20,0,475,0,0,120,0,0
female,0,0,80,50,0,0,72,0,633,0,0,498,0,0,107,0,0
male,10,0,30,60,0,0,100,20,550,0,0,270,0,0,40,0,360
female,0,0,0,315,0,0,0,0,385,0,0,560,0,0,180,0,0
female,545,0,0,35,0,0,110,0,600,0,0,150,0,0,0,0,0
female,0,90,0,45,0,0,145,0,580,0,0,580,0,0,0,0,0
male,0,0,60,115,0,0,470,0,675,0,0,100,0,0,20,0,0
female,0,0,15,100,0,0,277,15,590,0,0,347,0,6,90,0,0
female,0,0,35,0,0,0,90,0,698,0,0,120,0,0,97,0,400
female,0,0,0,30,0,0,120,0,690,0,0,45,15,0,30,0,510
male,170,0,0,0,0,0,0,0,635,0,0,90,0,0,45,0,500
male,0,0,0,70,0,0,220,0,612,0,0,535,0,3,0,0,0
male,1,0,20,201,0,0,30,0,846,0,0,300,0,0,42,0,0
female,0,20,55,90,0,0,375,0,510,0,0,295,0,0,95,0,0
female,0,0,90,150,0,0,0,0,675,0,120,210,0,0,105,0,0
male,0,0,0,5,0,0,0,0,795,0,0,640,0,0,0,0,0
male,0,0,80,30,0,0,50,0,435,0,0,700,0,0,85,0,0
female,48,195,10,20,0,0,250,0,580,0,0,276,0,0,61,0,0
female,0,0,0,90,0,0,0,0,870,0,0,480,0,0,0,0,0
female,165,0,10,60,0,0,230,0,501,0,5,220,0,90,69,90,0
female,230,0,60,145,0,0,390,0,400,45,0,60,0,60,50,0,0
female,0,0,65,90,0,0,110,0,895,0,0,180,0,0,100,0,0
male,0,2,0,65,270,0,0,0,680,0,0,309,90,10,12,0,0
male,0,0,15,70,0,0,435,0,595,0,0,249,0,0,6,0,70
male,0,0,30,50,0,0,0,0,615,0,0,690,0,0,55,0,0
female,0,0,0,30,0,0,0,0,960,0,0,330,0,0,120,0,0
female,220,0,90,40,0,0,270,0,625,0,0,60,0,0,120,0,0
female,0,0,0,150,0,0,210,0,570,0,145,285,0,0,50,0,0
male,155,0,3,80,0,0,0,0,395,0,0,40,0,0,122,0,645
female,20,0,0,15,0,0,200,0,405,0,0,770,0,0,30,0,0
female,325,0,5,55,0,0,15,0,605,0,0,345,0,0,90,0,0
male,0,0,10,30,0,0,0,0,550,0,0,480,0,0,370,0,0
female,390,0,0,80,0,0,320,0,480,0,0,75,0,0,50,0,0
female,60,0,0,90,0,0,185,0,510,0,120,415,0,0,60,0,0
female,5,0,0,0,0,0,45,0,640,0,0,210,0,0,100,0,440
female,330,0,0,30,0,0,120,0,440,0,0,300,120,0,100,0,0
female,0,0,0,75,0,0,195,0,735,0,0,435,0,0,0,0,0
female,0,2,5,0,0,0,342,0,541,0,0,390,0,0,160,0,0
female,0,85,110,35,0,0,457,0,513,0,0,145,0,0,95,0,0
female,485,0,60,30,0,0,330,0,455,0,0,0,0,0,20,0,60
female,0,0,5,30,0,0,100,0,441,5,0,60,0,75,94,0,570
male,0,0,0,70,0,0,0,0,620,0,0,310,0,0,40,0,400
female,0,60,10,30,0,0,10,0,815,0,95,375,0,5,40,0,0
female,0,37,22,65,0,0,133,0,606,0,0,380,30,0,167,0,0
female,30,0,180,85,0,0,80,0,575,0,0,150,0,0,340,0,0
male,0,0,0,120,0,0,365,0,575,0,0,300,0,0,80,0,0
male,0,0,0,10,0,0,230,0,510,0,0,570,120,0,0,0,0
male,0,0,7,30,0,0,80,0,800,0,0,426,0,0,97,0,0
male,35,0,40,75,0,0,40,0,455,0,0,195,0,0,50,0,550
female,70,0,120,110,0,0,180,0,730,0,0,130,0,60,40,0,0
female,0,0,225,135,0,0,10,0,345,0,0,635,0,0,90,0,0
female,0,0,0,50,0,0,95,0,1045,0,0,250,0,0,0,0,0
female,0,0,0,75,0,0,240,0,540,0,0,585,0,0,0,0,0
female,145,0,10,5,0,0,410,0,500,0,20,0,45,0,160,0,120
male,0,0,60,120,0,0,260,0,470,0,0,380,90,0,60,0,0
male,0,0,0,165,0,0,270,0,555,0,0,120,210,0,60,0,0
female,40,0,2,20,0,0,30,0,630,0,0,168,0,0,80,0,445
male,180,0,20,0,0,0,0,0,545,0,0,135,0,0,65,0,495
female,45,0,0,120,0,0,390,0,660,0,0,165,0,60,0,0,0
female,0,0,0,100,0,0,225,0,580,0,0,225,300,0,10,0,0
female,125,0,0,50,0,0,370,0,605,0,0,120,60,0,110,0,0
female,0,0,60,35,0,0,106,0,700,0,0,509,0,0,30,0,0
male,0,0,10,40,0,0,176,0,600,0,0,290,0,0,24,0,240
female,0,0,0,55,0,0,207,0,540,0,198,335,0,50,55,0,0
female,40,0,60,30,0,0,280,0,640,0,0,330,0,0,60,0,0
male,0,0,0,60,420,0,0,0,540,0,0,270,0,0,150,0,0
male,0,10,20,300,0,0,0,0,475,0,0,500,30,0,105,0,0
female,0,0,0,90,0,0,20,0,810,0,0,460,0,0,60,0,0
female,170,0,55,10,0,0,95,0,753,0,0,215,0,0,142,0,0
female,0,0,10,30,0,0,60,0,730,0,0,70,0,0,95,0,445
male,0,45,10,30,0,0,10,0,540,0,90,505,0,0,210,0,0
female,95,60,70,105,0,0,215,0,630,0,0,156,0,16,93,0,0
female,0,0,4,64,0,0,275,0,690,0,0,379,0,0,28,0,0
male,0,0,0,30,0,0,0,0,670,0,0,180,0,0,50,0,510
female,0,0,0,10,0,0,175,0,870,0,0,360,0,0,0,0,25
female,0,0,0,15,0,0,74,0,911,0,0,420,20,0,0,0,0
male,0,0,0,60,0,0,10,0,470,0,0,210,0,0,120,0,570
male,0,0,0,30,0,0,0,0,560,0,0,510,0,0,310,0,0
male,0,0,80,255,0,0,245,0,430,0,0,90,180,10,125,0,0
male,20,0,15,0,0,0,45,0,555,0,0,85,45,0,0,0,675
male,0,0,10,40,0,0,17,0,600,0,0,333,0,0,20,420,0
male,0,0,15,25,0,0,422,0,560,2,0,60,0,90,91,10,165
female,190,0,0,20,0,0,50,0,565,0,0,354,0,135,6,0,120
male,0,0,0,85,0,0,70,0,450,0,0,730,30,0,75,0,0
male,0,0,0,30,0,0,160,0,535,0,0,605,90,0,20,0,0
female,0,10,45,45,248,0,60,0,589,140,0,120,40,15,128,0,0
female,0,0,180,45,0,0,387,0,705,0,0,77,0,0,46,0,0
male,0,0,20,35,0,0,0,0,795,0,10,270,0,0,70,0,240
female,140,0,0,20,0,0,195,0,485,0,0,180,0,0,90,330,0
male,5,5,55,45,0,0,410,0,675,0,115,30,0,0,100,0,0
female,165,5,0,45,0,0,315,0,540,0,0,233,30,0,107,0,0
male,0,0,0,60,0,0,0,0,150,0,0,0,0,0,1080,0,0
female,0,0,135,85,0,0,30,0,410,0,0,575,0,0,205,0,0
female,44,5,0,30,0,0,82,0,533,0,0,124,0,65,73,0,484
female,0,5,240,0,0,0,0,0,600,0,0,0,0,0,120,0,475
male,0,0,10,75,0,0,30,0,560,0,0,115,0,45,30,0,575
male,0,0,0,50,0,0,0,0,485,0,0,330,0,0,85,0,490
male,0,0,25,75,0,0,0,0,640,0,0,490,0,55,140,0,0
female,0,0,0,0,0,0,75,0,1175,0,0,190,0,0,0,0,0
male,0,0,20,80,0,0,242,0,555,0,0,482,0,50,11,0,0
female,95,0,0,55,10,0,415,0,510,0,0,65,50,10,210,0,0
male,17,0,0,40,398,0,40,0,510,0,0,315,0,0,120,0,0
female,35,0,0,35,0,0,435,0,600,0,0,290,45,0,0,0,0
female,0,0,0,37,0,0,90,0,945,0,0,368,0,0,0,0,0
male,0,0,4,125,0,0,25,0,664,0,0,95,270,10,187,0,60
female,60,0,0,0,0,0,0,0,1320,0,0,60,0,0,0,0,0
male,63,0,5,51,0,0,0,0,555,0,0,277,0,0,8,0,475
female,0,270,0,10,0,0,254,0,540,0,0,360,0,0,6,0,0
female,0,0,0,30,0,0,10,0,730,0,0,110,0,0,40,0,520
male,120,0,60,120,0,0,60,0,390,0,90,180,0,0,210,0,0
female,30,0,150,75,0,0,280,0,540,0,0,0,0,0,70,0,150
female,0,0,0,10,0,0,30,0,620,0,0,140,0,0,60,0,580
female,0,0,0,30,0,0,300,0,600,0,0,300,30,0,0,180,0
female,0,0,190,65,0,0,75,0,540,0,0,250,0,0,320,0,0
male,0,0,60,80,0,0,120,0,600,0,0,540,0,0,40,0,0
male,0,0,0,155,0,0,0,0,599,0,0,435,0,0,221,30,0
female,77,2,10,75,0,0,80,0,539,0,0,40,0,0,97,0,520
male,0,0,0,45,282,0,15,0,680,0,0,300,50,0,68,0,0
male,0,0,0,30,0,0,0,0,960,0,0,60,0,0,390,0,0
female,0,0,0,20,120,0,235,0,367,0,105,443,0,0,150,0,0
female,72,0,0,30,0,0,73,0,504,0,0,120,0,0,96,0,545
female,6,0,0,5,0,0,60,0,520,0,0,835,0,0,14,0,0
male,0,0,0,25,0,0,90,0,550,0,0,180,0,0,40,0,555
male,139,0,0,165,0,0,148,0,440,0,1,213,70,0,16,0,0
female,0,0,0,15,0,0,120,0,1140,0,0,165,0,0,0,0,0
female,525,0,0,35,0,0,40,0,470,0,0,360,0,0,10,0,0
female,59,0,40,25,0,0,15,0,535,0,10,155,60,10,105,0,426
female,0,0,0,90,0,0,220,0,660,0,0,370,0,0,100,0,0
female,90,0,15,60,0,0,100,0,540,0,0,0,0,0,140,0,495
female,0,0,0,75,0,0,0,0,480,0,0,180,0,0,60,0,645
male,66,0,30,60,0,0,370,0,540,0,0,105,30,0,179,0,60
female,0,0,0,90,0,0,120,0,570,0,0,660,0,0,0,0,0
female,35,0,10,30,0,0,78,0,517,0,0,307,0,0,28,0,435
male,5,0,0,60,0,0,90,0,560,0,0,250,0,0,75,0,400
male,0,0,0,60,0,0,31,0,375,0,0,634,306,0,34,0,0
male,0,0,65,60,0,0,0,0,570,0,0,685,0,0,60,0,0
female,0,0,0,150,0,0,345,0,875,0,0,70,0,0,0,0,0
male,150,0,0,60,0,0,50,0,470,0,0,55,0,0,40,0,615
male,0,0,10,70,0,0,270,0,420,0,0,0,0,40,150,0,465
male,15,0,30,120,0,0,60,0,575,0,0,130,0,0,500,0,0
female,120,0,150,150,0,0,195,0,480,0,0,210,60,0,75,0,0
female,251,0,6,105,0,0,85,0,510,30,0,203,0,0,76,120,0
female,0,0,0,134,0,0,15,0,810,0,0,479,0,0,2,0,0
male,0,0,185,120,0,0,0,0,655,0,0,300,0,0,180,0,0
male,0,0,60,60,0,0,92,0,660,0,0,508,60,0,0,0,0
female,45,0,0,30,0,0,120,0,735,0,0,40,0,0,40,0,430
male,0,0,0,90,0,0,0,0,620,0,0,230,0,0,80,0,420
female,2,5,35,20,0,0,75,0,620,0,0,255,0,0,180,0,248
male,268,0,0,10,0,0,82,0,622,0,0,454,0,0,4,0,0
female,0,70,30,65,0,0,125,0,670,40,245,25,0,0,170,0,0
female,0,0,90,30,0,0,30,0,720,0,0,510,0,0,60,0,0
female,0,0,0,90,0,0,154,0,956,0,0,240,0,0,0,0,0
male,0,220,20,65,0,0,200,0,570,0,0,155,0,0,195,0,15
male,0,0,0,105,0,0,45,0,540,0,0,180,0,0,0,0,570
female,319,0,60,60,0,0,160,0,500,0,0,140,40,0,71,0,20
female,0,0,0,30,0,0,30,0,810,0,0,570,0,0,0,0,0
male,0,0,0,30,0,0,0,0,380,0,0,0,0,0,160,0,870
male,0,0,0,75,0,0,60,0,705,0,0,600,0,0,0,0,0
female,0,193,25,20,0,0,12,0,917,5,0,180,0,5,83,0,0
male,0,0,0,30,0,0,0,0,490,0,0,120,0,0,30,0,770
male,0,0,0,30,0,0,0,0,580,0,0,165,0,120,30,0,515
female,0,0,22,30,0,0,20,0,658,0,0,187,0,0,35,0,488
female,0,0,30,90,0,0,135,0,750,0,0,260,90,0,85,0,0
male,43,0,10,40,0,0,60,0,410,0,0,247,0,0,127,0,503
male,10,28,40,135,0,0,0,0,720,0,62,245,0,0,140,0,60
female,5,15,50,20,30,0,315,0,425,0,0,420,0,0,160,0,0
male,0,0,0,90,0,0,315,0,705,0,0,255,0,0,75,0,0
male,60,0,0,180,0,0,0,0,480,0,0,100,0,0,140,0,450
male,0,0,25,45,0,0,18,0,422,0,0,165,0,0,130,0,635
female,0,0,0,150,0,0,390,0,470,0,0,280,30,120,0,0,0
male,0,2,35,15,90,0,0,0,617,0,0,611,0,0,70,0,0
male,0,0,115,105,0,0,180,0,705,0,0,245,0,0,90,0,0
male,30,0,0,120,0,0,300,0,600,0,75,210,0,0,105,0,0
male,16,0,35,40,0,0,125,0,449,0,0,60,60,0,165,0,490
female,0,0,0,75,0,0,190,0,505,0,0,650,0,20,0,0,0
male,7,0,90,60,88,0,0,0,720,0,0,360,0,0,115,0,0
male,220,20,0,75,0,0,475,0,400,0,0,220,0,30,0,0,0
female,0,0,30,255,0,0,2,0,540,0,0,423,0,10,180,0,0
female,0,0,0,35,0,0,27,0,593,0,2,215,0,15,70,0,483
female,0,0,0,0,0,0,15,0,510,0,0,915,0,0,0,0,0
female,0,0,0,10,0,0,5,0,737,0,10,30,0,0,138,0,510
female,0,0,140,90,0,0,165,0,600,0,60,180,0,0,150,0,0
female,0,0,0,30,0,0,308,0,627,0,0,415,0,0,45,0,15
male,0,0,0,20,585,0,0,0,470,0,0,305,0,0,60,0,0
male,0,0,0,45,0,0,50,0,715,0,0,630,0,0,0,0,0
male,0,240,90,90,0,0,65,0,495,0,0,296,0,0,44,0,60
male,0,0,0,113,0,0,10,0,430,0,0,538,0,60,4,0,285
female,0,0,45,135,0,0,405,0,480,30,0,290,0,0,55,0,0
male,0,0,0,195,0,0,371,0,600,0,0,238,0,0,6,0,0
female,80,0,60,10,0,0,85,0,600,0,0,10,0,0,245,0,350
male,0,0,0,10,0,0,10,0,580,0,0,475,335,0,30,0,0
female,0,0,0,25,0,0,20,0,510,0,0,175,0,60,30,0,620
male,0,0,0,90,390,0,0,0,780,0,0,180,0,0,0,0,0
female,0,0,30,20,0,0,230,0,720,0,0,335,0,0,45,0,60
male,152,0,0,165,0,0,315,0,440,0,0,290,0,0,78,0,0
male,0,0,0,105,0,0,230,0,599,5,0,200,0,0,31,0,270
female,270,0,0,130,0,0,360,0,620,0,0,60,0,0,0,0,0
male,0,0,15,30,0,0,80,0,565,0,0,60,0,0,120,0,570
male,0,0,0,90,0,0,570,0,625,0,0,135,0,0,20,0,0
male,0,0,0,85,0,0,10,0,585,3,0,440,0,0,12,305,0
female,0,0,0,25,0,0,62,0,963,0,90,290,0,0,10,0,0
female,0,0,0,30,0,0,225,0,465,0,30,620,0,70,0,0,0
female,135,0,0,10,0,0,65,0,300,0,0,870,0,0,60,0,0
female,0,0,0,60,0,0,30,0,540,0,0,80,120,0,105,0,505
female,0,0,0,60,0,0,80,0,610,0,0,580,90,0,20,0,0
male,0,0,0,105,0,0,285,0,660,20,0,280,0,0,90,0,0
female,0,0,0,60,0,0,140,0,570,0,60,350,0,0,260,0,0
male,0,0,0,60,0,0,105,0,510,0,0,695,60,0,10,0,0
male,50,0,0,20,0,0,15,0,270,0,0,410,0,0,180,0,495
female,0,56,47,105,0,0,236,0,569,0,0,175,0,15,32,0,125
male,165,0,0,105,0,0,315,0,570,0,0,195,60,0,0,0,30
female,0,0,20,60,0,0,137,0,688,0,130,235,0,75,95,0,0
male,40,0,30,280,0,0,5,0,720,0,0,281,0,0,84,0,0
female,0,20,10,30,0,0,15,0,675,0,0,610,0,0,80,0,0
female,0,0,60,45,0,0,60,0,450,0,0,120,0,0,105,0,600
female,0,0,0,10,0,0,105,0,470,0,0,30,135,0,60,0,630
male,0,0,180,45,0,0,0,0,660,0,0,490,0,0,65,0,0
female,153,0,138,80,0,0,394,0,480,0,15,100,0,60,20,0,0
male,0,0,0,95,0,0,0,0,690,0,0,120,60,0,25,0,450
female,0,0,0,50,120,0,185,0,530,0,0,440,0,0,10,0,0
male,0,0,0,135,0,0,0,0,570,0,60,625,0,0,50,0,0
male,0,0,0,60,0,0,480,0,660,0,0,240,0,0,0,0,0
male,0,0,0,27,0,0,20,0,630,0,0,743,20,0,0,0,0
male,0,0,0,14,0,0,0,0,930,0,0,196,270,0,30,0,0
male,0,5,100,75,0,0,100,0,645,0,0,195,60,0,95,0,165
female,21,0,0,30,0,0,110,0,620,0,0,365,0,0,45,229,20
male,0,0,10,75,0,0,90,0,390,15,0,200,0,0,75,0,585
female,0,5,0,43,473,0,5,0,550,0,0,106,80,0,108,0,0
